A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
498;1 Ebene;1980;;104;Durchschnitt;Durchschnitt;1744;Durchschnitt;NeuBerlin_B;4;Mittel;1980;2006;104;95768
513;1 Ebene;1927;;81;Durchschnitt;Durchschnitt;1757;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2006;81;62847
1156;2 Ebenen;1980;;64;Durchschnitt;Durchschnitt;1091;Gut;NeuBerlin_B;2;Keine/Kaum;1980;2013;129;145575
2028;1 Ebene;1973;;80;Durchschnitt;Durchschnitt;705;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1973;2012;80;64952
1534;1 Ebene;1997;;102;Durchschnitt;Durchschnitt;1086;Gut;NeuBerlin_B;2;Keine/Kaum;1998;2012;102;123113
1979;2 Ebenen;1935;;144;Gut;Durchschnitt;1059;Gut;NeuBerlin_B;1;Mittel;1997;2007;253;199856
660;1 Ebene;1971;;83;Durchschnitt;Durchschnitt;849;Gut;NeuBerlin_B;3;Keine/Kaum;1971;2005;83;79053
1936;1 Ebene;1959;;87;Durchschnitt;Durchschnitt;591;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2003;2013;87;116100
31;1 Ebene;1976;;48;Durchschnitt;Durchschnitt;166;Gut;NeuBerlin_C;4;Keine/Kaum;1976;2009;91;52768
282;2 Ebenen;1979;;74;Durchschnitt;Durchschnitt;237;Gut;NeuBerlin_B;2;Keine/Kaum;1979;2007;143;98341
1726;1 Ebene;2007;;157;Gut;Durchschnitt;1014;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2008;2008;157;206467
2052;1 Ebene;1956;;88;Durchschnitt;Durchschnitt;1283;Durchschnitt;NeuBerlin_B;1;Stark;1956;2010;88;98235
1896;1 Ebene;2001;;124;Durchschnitt;Gut;454;Sehr gut;NeuBerlin_B;3;Keine/Kaum;2001;2005;124;86677
966;1 Ebene;2010;;108;Gut;Durchschnitt;932;Gut;NeuBerlin_B;1;Keine/Kaum;2010;2009;108;94528
2141;1 Ebene;2010;;159;Sehr gut;Durchschnitt;816;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2010;2009;159;185720
1008;1,5 Ebenen;1943;;104;Durchschnitt;Durchschnitt;1246;Gut;NeuBerlin_B;4;Mittel;1953;2006;159;116118
1191;1 Ebene;1921;;131;Durchschnitt;Gut;2536;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2010;2007;131;71060
1268;1 Ebene;1970;;80;Durchschnitt;Durchschnitt;719;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1970;2012;80;110377
806;2 Ebenen;2007;;78;Gut;Durchschnitt;1241;Gut;NeuBerlin_B;2;Keine/Kaum;2008;2005;181;110110
1776;1,5 Ebenen;1932;;79;Durchschnitt;Durchschnitt;619;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2004;2007;79;83749
52;2 Ebenen;1980;;63;Durchschnitt;Durchschnitt;840;Gut;NeuBerlin_B;5;Keine/Kaum;1980;2006;129;94271
2110;2 Ebenen;1969;;74;Durchschnitt;Durchschnitt;915;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2003;2009;151;96195
2446;1,5 Ebenen;1991;;100;Gut;Durchschnitt;1221;Gut;NeuBerlin_A;3;Mittel;2008;2013;162;147600
1157;2 Ebenen;1945;;70;Durchschnitt;Durchschnitt;753;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1953;2011;138;142176
344;2 Ebenen;1919;;58;Durchschnitt;Durchschnitt;459;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2009;124;54492
1243;1 Ebene;1984;;232;Gut;Durchschnitt;1784;Gut;NeuBerlin_C;4;Keine/Kaum;1984;2008;232;250854
2571;2 Ebenen;1919;;88;Durchschnitt;Durchschnitt;709;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1998;2006;179;95768
2405;1,5 Ebenen;1957;;113;Durchschnitt;Durchschnitt;956;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1975;2005;172;77303
858;1,5 Ebenen;1950;;77;Durchschnitt;Durchschnitt;853;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2009;113;65891
406;1 Ebene;1972;;113;Durchschnitt;Durchschnitt;906;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1972;2012;113;95943
2430;1 Ebene;1966;;104;Durchschnitt;Durchschnitt;888;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1966;2012;104;118018
1583;1 Ebene;1964;;135;Durchschnitt;Durchschnitt;1060;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1964;2012;135;159198
1436;1 Ebene;1957;;100;Durchschnitt;Durchschnitt;1022;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2006;2013;100;130410
1446;1,5 Ebenen;1913;;76;Gut;Durchschnitt;439;Gut;NeuBerlin_C;2;Keine/Kaum;1953;2009;149;70895
519;1 Ebene;1957;;154;Durchschnitt;Durchschnitt;5328;Gut;NeuBerlin_C;4;Mittel;1997;2010;154;193448
1054;1,5 Ebenen;1920;;67;Durchschnitt;Durchschnitt;1066;Gut;NeuBerlin_C;4;Keine/Kaum;1953;2013;113;96750
840;2 Ebenen;1973;;50;Durchschnitt;Durchschnitt;158;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1973;2006;101;47584
2378;1 Ebene;1917;;80;Durchschnitt;Schlecht;823;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1953;2013;80;52650
1013;2 Ebenen;2007;;78;Gut;Durchschnitt;1017;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2011;148;156594
2617;1 Ebene;1980;;93;Durchschnitt;Durchschnitt;916;Gut;NeuBerlin_B;1;Keine/Kaum;1980;2007;93;97390
785;1 Ebene;2010;;145;Gut;Durchschnitt;366;Gut;NeuBerlin_B;2;Keine/Kaum;2010;2012;145;149349
1723;2 Ebenen;1976;;44;Durchschnitt;Durchschnitt;197;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1976;2006;91;49679
811;1,5 Ebenen;1961;;107;Durchschnitt;Durchschnitt;903;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1961;2010;181;125061
518;2 Ebenen;2005;;106;Gut;Durchschnitt;1134;Gut;NeuBerlin_B;1;Keine/Kaum;2005;2010;212;193372
720;2 Ebenen;2003;;142;Gut;Durchschnitt;1103;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2003;2010;201;219896
1738;1 Ebene;1973;;49;Durchschnitt;Durchschnitt;160;Gut;NeuBerlin_C;1;Keine/Kaum;1973;2007;92;67570
2537;1 Ebene;1968;;105;Durchschnitt;Durchschnitt;924;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1968;2009;105;77846
2513;2 Ebenen;1996;;64;Durchschnitt;Durchschnitt;776;Gut;NeuBerlin_A;2;Keine/Kaum;1997;2006;139;99120
2003;1 Ebene;1997;;191;Gut;Durchschnitt;1076;Gut;NeuBerlin_A;2;Keine/Kaum;1998;2011;191;252313
1299;1 Ebene;1986;;117;Gut;Durchschnitt;1086;Gut;NeuBerlin_B;3;Keine/Kaum;1986;2010;117;137454
2424;2 Ebenen;2001;;86;Durchschnitt;Durchschnitt;880;Gut;NeuBerlin_B;5;Keine/Kaum;2001;2011;164;160199
2029;2 Ebenen;1992;;109;Gut;Durchschnitt;1133;Gut;NeuBerlin_B;2;Keine/Kaum;1992;2008;184;153673
1365;1 Ebene;1980;;119;Durchschnitt;Durchschnitt;826;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1980;2008;119;96508
368;1 Ebene;1991;;156;Gut;Gut;2173;Gut;NeuBerlin_B;4;Keine/Kaum;2010;2012;156;188490
2566;2 Ebenen;1921;;127;Durchschnitt;Durchschnitt;2251;Gut;NeuBerlin_B;3;Keine/Kaum;1953;2007;244;151637
123;2,5 Ebenen;1925;;132;Durchschnitt;Durchschnitt;1156;Sehr gut;NeuBerlin_B;1;Mittel;1997;2010;237;144330
270;2 Ebenen;1983;;47;Durchschnitt;Durchschnitt;189;Gut;NeuBerlin_B;3;Keine/Kaum;1983;2010;95;88034
779;1 Ebene;1968;;89;Durchschnitt;Gut;1026;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2004;2005;89;81877
2089;1 Ebene;2006;;145;Gut;Durchschnitt;920;Sehr gut;NeuBerlin_B;5;Keine/Kaum;2006;2013;145;180900
1654;1 Ebene;1987;;77;Durchschnitt;Durchschnitt;1289;Gut;NeuBerlin_B;2;Keine/Kaum;1987;2013;77;134910
2434;2 Ebenen;1995;;87;Gut;Durchschnitt;1670;Gut;NeuBerlin_C;3;Mittel;1996;2011;163;187032
989;1 Ebene;1960;;75;Durchschnitt;Durchschnitt;713;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1960;2005;75;73350
2468;2 Ebenen;1913;;84;Durchschnitt;Schlecht;922;Schlecht;NeuBerlin_C;2;Keine/Kaum;1953;2005;179;77359
1278;1 Ebene;1963;;106;Durchschnitt;Durchschnitt;916;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1963;2008;106;80703
205;1,5 Ebenen;1975;;93;Durchschnitt;Gut;1076;Gut;NeuBerlin_C;3;Keine/Kaum;1975;2009;152;77846
604;1 Ebene;1962;;97;Gut;Durchschnitt;1007;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2009;2010;97;109948
1224;2 Ebenen;2006;;74;Gut;Durchschnitt;728;Gut;NeuBerlin_B;1;Keine/Kaum;2006;2010;152;138285
2232;1 Ebene;1981;;84;Durchschnitt;Durchschnitt;1634;Gut;NeuBerlin_B;1;Keine/Kaum;1981;2011;84;112139
2482;1 Ebene;1951;;90;Durchschnitt;Gut;803;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2005;2012;90;112075
856;1 Ebene;1953;;80;Durchschnitt;Durchschnitt;726;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2005;2008;80;86756
996;1 Ebene;2011;;159;Sehr gut;Durchschnitt;1088;Sehr gut;NeuBerlin_B;5;Keine/Kaum;2011;2011;159;265930
2116;1 Ebene;1928;;85;Durchschnitt;Gut;686;Durchschnitt;NeuBerlin_C;3;Mittel;1997;2007;98;86604
1061;1 Ebene;1993;;113;Durchschnitt;Durchschnitt;997;Gut;NeuBerlin_B;2;Keine/Kaum;1994;2012;113;146886
797;1 Ebene;1964;;150;Durchschnitt;Gut;3251;Durchschnitt;NeuBerlin_B;1;Mittel;1978;2007;150;106590
812;1 Ebene;1960;;148;Durchschnitt;Durchschnitt;1634;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2000;2006;148;124199
149;1,5 Ebenen;1928;;78;Durchschnitt;Durchschnitt;1035;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1996;2007;119;81528
970;1 Ebene;1928;;71;Durchschnitt;Durchschnitt;532;Schlecht;NeuBerlin_C;5;Keine/Kaum;2007;2009;71;40591
2559;1,5 Ebenen;1933;;78;Durchschnitt;Gut;444;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2007;78;55198
2626;1,5 Ebenen;1927;;95;Durchschnitt;Durchschnitt;508;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2013;157;114300
2389;1,5 Ebenen;1941;;77;Durchschnitt;Durchschnitt;632;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2012;117;135849
791;2 Ebenen;1922;;98;Durchschnitt;Durchschnitt;1358;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2008;169;121392
1480;2 Ebenen;1981;;74;Durchschnitt;Durchschnitt;241;Gut;NeuBerlin_B;5;Keine/Kaum;1981;2012;143;124811
1342;2 Ebenen;1940;;42;Durchschnitt;Durchschnitt;492;Durchschnitt;NeuBerlin_C;4;Mittel;1953;2010;84;65742
783;1 Ebene;1952;;66;Durchschnitt;Durchschnitt;668;;NeuBerlin_C;4;Keine/Kaum;1953;2010;66;54785
294;2 Ebenen;2006;;157;Sehr gut;Durchschnitt;5353;Gut;NeuBerlin_A;4;Mittel;2006;2013;304;484200
1742;2 Ebenen;1971;;96;Gut;Durchschnitt;1177;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1971;2007;162;111031
58;2 Ebenen;2007;;74;Gut;Durchschnitt;843;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2010;152;130728
2053;1 Ebene;1928;;71;Durchschnitt;Durchschnitt;505;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2013;71;78300
586;1 Ebene;1986;;75;Durchschnitt;Gut;657;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1986;2010;75;97101
1804;2 Ebenen;2000;;165;Gut;Durchschnitt;1220;Gut;NeuBerlin_A;1;Keine/Kaum;2001;2007;237;243951
1462;1 Ebene;1963;;99;Durchschnitt;Durchschnitt;896;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1963;2007;99;80259
2425;1 Ebene;1957;;108;Durchschnitt;Durchschnitt;953;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;2001;2013;108;115200
1440;1 Ebene;1969;;97;Durchschnitt;Durchschnitt;983;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1969;2005;97;70245
1512;2,5 Ebenen;1925;;107;Durchschnitt;Durchschnitt;787;Gut;NeuBerlin_C;4;Keine/Kaum;2008;2013;192;188550
903;1,5 Ebenen;1995;;197;Gut;Durchschnitt;1070;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2007;267;180822
458;1 Ebene;2000;;131;Gut;Durchschnitt;876;Gut;NeuBerlin_B;1;Keine/Kaum;2001;2011;131;168209
878;1 Ebene;1964;;95;Durchschnitt;Schlecht;796;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1964;2007;95;75184
1842;1 Ebene;1957;;126;Durchschnitt;Durchschnitt;3916;Gut;NeuBerlin_C;3;Stark;2008;2010;126;182491
1158;1,5 Ebenen;1933;;104;Durchschnitt;Durchschnitt;632;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1995;2010;146;123096
576;2 Ebenen;1976;;48;Durchschnitt;Durchschnitt;281;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1976;2005;101;59572
761;2 Ebenen;2004;;76;Gut;Durchschnitt;852;Gut;NeuBerlin_B;4;Keine/Kaum;2004;2009;155;105927
2039;2 Ebenen;1992;;122;Gut;Durchschnitt;1218;Gut;NeuBerlin_B;5;Keine/Kaum;1992;2005;237;118016
525;2 Ebenen;1953;;90;Durchschnitt;Sehr gut;979;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2008;2008;181;142778
752;1 Ebene;1969;;114;Durchschnitt;Durchschnitt;963;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1969;2013;114;128025
2208;1 Ebene;1967;;93;Durchschnitt;Durchschnitt;1438;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1967;2008;93;77610
1316;1 Ebene;1983;;102;Durchschnitt;Durchschnitt;1053;Gut;NeuBerlin_B;4;Keine/Kaum;1983;2006;102;101155
2473;1 Ebene;1997;;148;Gut;Durchschnitt;1195;Gut;NeuBerlin_B;1;Keine/Kaum;1998;2007;148;144657
1970;2 Ebenen;2002;;89;Gut;Durchschnitt;266;Gut;NeuBerlin_A;1;Keine/Kaum;2003;2010;149;151131
1235;1 Ebene;2001;;156;Gut;Durchschnitt;1023;Sehr gut;NeuBerlin_B;2;Keine/Kaum;2002;2012;156;181061
1133;1 Ebene;1954;;88;Durchschnitt;Durchschnitt;740;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1954;2009;88;77290
847;1 Ebene;2007;;78;Gut;Durchschnitt;445;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2005;78;88032
2329;1 Ebene;1979;;89;Durchschnitt;Durchschnitt;498;Gut;NeuBerlin_B;2;Keine/Kaum;1979;2008;89;86084
2064;1 Ebene;1967;;160;Durchschnitt;Durchschnitt;1069;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1967;2008;160;80031
2002;2 Ebenen;2001;;112;Gut;Durchschnitt;1625;Gut;NeuBerlin_B;5;Keine/Kaum;2002;2007;228;169402
1963;2 Ebenen;1913;;70;Durchschnitt;Gut;879;Gut;NeuBerlin_A;1;Keine/Kaum;2003;2006;133;58658
1554;1 Ebene;1927;;120;Durchschnitt;Durchschnitt;698;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2012;120;84905
2369;1 Ebene;1998;;102;Durchschnitt;Durchschnitt;957;Gut;NeuBerlin_B;2;Keine/Kaum;2009;2009;102;80070
1226;1 Ebene;1971;;97;Durchschnitt;Durchschnitt;1026;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1971;2009;97;77290
816;1 Ebene;2009;Familienverkauf;151;Gut;Durchschnitt;482;Gut;NeuBerlin_B;1;Mittel;2010;2007;151;149099
1208;2 Ebenen;2004;;120;Gut;Durchschnitt;1194;Gut;NeuBerlin_B;3;Keine/Kaum;2004;2011;174;209460
514;1 Ebene;1973;;58;Durchschnitt;Durchschnitt;161;Gut;NeuBerlin_C;3;Keine/Kaum;1973;2005;58;51949
292;2 Ebenen;1983;;82;Durchschnitt;Durchschnitt;848;Gut;NeuBerlin_B;3;Keine/Kaum;1984;2013;145;153900
2515;2,5 Ebenen;1915;;86;Durchschnitt;Durchschnitt;553;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2012;207;88301
1401;1 Ebene;1973;;109;Durchschnitt;Durchschnitt;787;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1973;2011;109;102527
1291;1 Ebene;1956;Pool;189;Durchschnitt;Durchschnitt;4355;;NeuBerlin_B;1;Keine/Kaum;1956;2007;189;82480
689;2 Ebenen;2004;;87;Gut;Durchschnitt;1249;Gut;NeuBerlin_B;2;Keine/Kaum;2004;2012;171;195283
2556;1 Ebene;1958;;71;Durchschnitt;Durchschnitt;820;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;1958;2007;71;79308
2108;1 Ebene;1981;;154;Durchschnitt;Durchschnitt;841;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1981;2006;154;86789
2436;1 Ebene;1968;;91;Durchschnitt;Durchschnitt;933;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1968;2006;91;75417
1330;1 Ebene;1968;;151;Durchschnitt;Durchschnitt;983;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1968;2009;151;78124
1562;2 Ebenen;1998;;63;Durchschnitt;Durchschnitt;816;Gut;NeuBerlin_A;3;Keine/Kaum;1999;2010;136;124683
1601;1 Ebene;1980;;112;Durchschnitt;Durchschnitt;855;Gut;NeuBerlin_C;5;Keine/Kaum;1998;2005;112;85265
1107;2 Ebenen;2008;;105;Gut;Durchschnitt;1273;Gut;NeuBerlin_A;4;Keine/Kaum;2009;2007;230;178419
594;1,5 Ebenen;1913;;74;Durchschnitt;Durchschnitt;1019;Schlecht;NeuBerlin_C;5;Keine/Kaum;1953;2012;134;87452
1204;1 Ebene;1959;;145;Durchschnitt;Durchschnitt;1185;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;1959;2012;145;87877
1358;1 Ebene;1979;;103;Durchschnitt;Gut;796;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1979;2007;103;93900
876;1 Ebene;1972;;100;Durchschnitt;Durchschnitt;875;Gut;NeuBerlin_B;2;Keine/Kaum;1972;2007;100;103100
1872;2 Ebenen;1991;;91;Durchschnitt;Durchschnitt;1049;Gut;NeuBerlin_B;4;Keine/Kaum;1991;2013;159;176850
1975;1,5 Ebenen;1943;;55;Durchschnitt;Durchschnitt;607;Schlecht;NeuBerlin_C;1;Mittel;1953;2013;85;85500
9;2 Ebenen;1968;;110;Durchschnitt;Durchschnitt;1365;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1993;2012;184;174056
1422;1 Ebene;2002;;139;Gut;Durchschnitt;1039;Gut;NeuBerlin_B;5;Keine/Kaum;2002;2011;139;163403
356;1 Ebene;1961;;173;Durchschnitt;Durchschnitt;952;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1961;2012;173;114622
1240;1 Ebene;2007;;78;Gut;Durchschnitt;449;Gut;NeuBerlin_B;2;Keine/Kaum;2007;2009;78;82850
2421;1,5 Ebenen;1943;;94;Durchschnitt;Durchschnitt;603;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1992;2009;155;91692
1067;1 Ebene;2000;;70;Durchschnitt;Durchschnitt;889;Gut;NeuBerlin_A;1;Keine/Kaum;2000;2008;128;108613
1921;1 Ebene;1983;;114;Gut;Durchschnitt;391;Gut;NeuBerlin_C;1;Keine/Kaum;1983;2005;114;107287
393;1 Ebene;1978;;100;Durchschnitt;Durchschnitt;929;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1978;2010;100;108205
1090;1 Ebene;2009;;149;Gut;Durchschnitt;885;Gut;NeuBerlin_B;4;Keine/Kaum;2009;2011;149;176219
707;1 Ebene;1999;;89;Durchschnitt;Durchschnitt;842;Gut;NeuBerlin_A;4;Keine/Kaum;2000;2011;151;151388
129;2 Ebenen;1991;;87;Gut;Durchschnitt;897;Gut;NeuBerlin_B;3;Keine/Kaum;1991;2007;174;131334
409;1 Ebene;2006;;130;Gut;Durchschnitt;331;Gut;NeuBerlin_A;1;Keine/Kaum;2006;2008;130;134506
1041;1 Ebene;1968;;145;Durchschnitt;Gut;881;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2003;2006;145;111270
754;2 Ebenen;1968;;76;Durchschnitt;Gut;901;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1968;2011;199;142176
2093;1 Ebene;2001;;139;Gut;Durchschnitt;983;Gut;NeuBerlin_C;4;Keine/Kaum;2001;2008;139;221935
284;1 Ebene;1961;;80;Durchschnitt;Durchschnitt;918;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1961;2005;80;73350
1304;2 Ebenen;2003;;136;Gut;Durchschnitt;1275;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2012;249;277641
466;1 Ebene;1987;;96;Gut;Sehr gut;388;Durchschnitt;NeuBerlin_A;5;Mittel;1987;2008;96;87429
512;1 Ebene;1997;;83;Durchschnitt;Durchschnitt;1973;Gut;NeuBerlin_B;3;Keine/Kaum;2010;2013;153;182821
486;1 Ebene;1966;;97;Durchschnitt;Durchschnitt;1081;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1966;2007;97;80576
1022;2 Ebenen;1910;;87;Durchschnitt;Durchschnitt;645;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2013;175;84032
461;1 Ebene;2008;;110;Gut;Durchschnitt;880;Gut;NeuBerlin_B;1;Keine/Kaum;2008;2007;110;110079
2306;2 Ebenen;1977;;140;Gut;Durchschnitt;1756;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2006;2008;201;197724
712;2 Ebenen;2008;;71;Gut;Durchschnitt;1027;Gut;NeuBerlin_A;3;Keine/Kaum;2009;2007;142;111665
81;1 Ebene;1975;;58;Durchschnitt;Durchschnitt;151;Gut;NeuBerlin_C;5;Keine/Kaum;1975;2013;58;67950
843;1 Ebene;1961;;97;Durchschnitt;Durchschnitt;904;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1994;2005;97;84700
75;2 Ebenen;2010;;83;Gut;Durchschnitt;1463;Gut;NeuBerlin_A;3;Keine/Kaum;2010;2010;179;161710
2344;2 Ebenen;2005;;101;Gut;Durchschnitt;1139;Gut;NeuBerlin_B;2;Keine/Kaum;2005;2005;184;143991
1820;1 Ebene;1967;;84;Durchschnitt;Durchschnitt;810;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1967;2005;84;70019
394;1,5 Ebenen;1913;;80;Schlecht;Schlecht;1041;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1953;2007;138;31723
1044;1 Ebene;1943;;141;Durchschnitt;Durchschnitt;1961;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2010;2009;141;144572
1681;2 Ebenen;1993;;158;Durchschnitt;Durchschnitt;1241;Gut;NeuBerlin_B;4;Keine/Kaum;1993;2013;299;288000
37;1,5 Ebenen;1933;;114;Durchschnitt;Gut;786;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2006;2007;163;119279
2318;2 Ebenen;1944;;110;Sehr gut;Gut;912;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2009;2013;217;239850
1119;1 Ebene;1957;;120;Durchschnitt;Durchschnitt;1111;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1957;2006;120;89722
953;2 Ebenen;2003;;93;Durchschnitt;Durchschnitt;817;Gut;NeuBerlin_A;4;Keine/Kaum;2003;2012;167;151981
597;1 Ebene;1963;;106;Durchschnitt;Durchschnitt;1074;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1974;2011;106;101726
2435;1 Ebene;1970;;135;Durchschnitt;Durchschnitt;956;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1970;2005;135;93170
29;1 Ebene;1968;;123;Durchschnitt;Durchschnitt;873;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1968;2005;123;90347
688;2 Ebenen;1979;;73;Durchschnitt;Durchschnitt;1882;Gut;NeuBerlin_B;4;Keine/Kaum;1979;2005;146;107287
48;1 Ebene;1952;;128;Durchschnitt;Durchschnitt;1181;;NeuBerlin_C;4;Keine/Kaum;2005;2008;128;73978
2314;1,5 Ebenen;1929;;73;Durchschnitt;Durchschnitt;1060;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2007;73;61225
317;1 Ebene;1964;;114;Durchschnitt;Durchschnitt;700;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1997;2006;114;80804
200;1 Ebene;1981;;191;Gut;Gut;1864;Gut;NeuBerlin_B;4;Keine/Kaum;1981;2009;191;130671
2215;2 Ebenen;1998;;74;Durchschnitt;Durchschnitt;1043;Gut;NeuBerlin_A;2;Keine/Kaum;1999;2007;146;106590
1334;2 Ebenen;1973;;50;Durchschnitt;Durchschnitt;155;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1973;2008;101;63150
1520;1 Ebene;1943;;65;Schlecht;Durchschnitt;534;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2011;65;66082
26;1 Ebene;1998;;150;Gut;Durchschnitt;540;Gut;NeuBerlin_A;4;Keine/Kaum;1999;2013;150;212850
1482;1 Ebene;1967;;147;Durchschnitt;Gut;3651;Durchschnitt;NeuBerlin_C;1;Mittel;1967;2005;147;107287
730;1 Ebene;1953;;103;Gut;Durchschnitt;963;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2010;2011;103;117746
2059;1 Ebene;1952;;96;Durchschnitt;Durchschnitt;856;;NeuBerlin_B;5;Keine/Kaum;1953;2006;96;52373
1559;1 Ebene;1970;;112;Durchschnitt;Durchschnitt;1043;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1970;2008;112;96172
2320;2 Ebenen;2003;;71;Gut;Durchschnitt;217;Gut;NeuBerlin_A;2;Keine/Kaum;2003;2008;141;119038
2084;1,5 Ebenen;1940;;117;Durchschnitt;Durchschnitt;1179;Durchschnitt;NeuBerlin_B;4;Mittel;1998;2010;180;149620
1756;1,5 Ebenen;1928;;129;Durchschnitt;Durchschnitt;842;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2009;157;75900
1923;1 Ebene;1960;;124;Durchschnitt;Durchschnitt;912;;NeuBerlin_A;1;Keine/Kaum;2009;2007;124;76135
